0 0.1 0.587785
0 0.2 0.951057
0 0.3 0.951057
0 0.4 0.587785
0 0.5 1.22461e-16
0 0.6 -0.587785
0 0.7 -0.951057
0 0.8 -0.951057
0 0.9 -0.587785


0.1 0.1 0.82102
0.1 0.2 1.32844
0.1 0.3 1.32844
0.1 0.4 0.82102
0.1 0.5 1.71053e-16
0.1 0.6 -0.82102
0.1 0.7 -1.32844
0.1 0.8 -1.32844
0.1 0.9 -0.82102


0.2 0.1 0.740653
0.2 0.2 1.1984
0.2 0.3 1.1984
0.2 0.4 0.740653
0.2 0.5 1.54309e-16
0.2 0.6 -0.740653
0.2 0.7 -1.1984
0.2 0.8 -1.1984
0.2 0.9 -0.740653


0.3 0.1 0.377381
0.3 0.2 0.610616
0.3 0.3 0.610616
0.3 0.4 0.377381
0.3 0.5 7.86246e-17
0.3 0.6 -0.377381
0.3 0.7 -0.610616
0.3 0.8 -0.610616
0.3 0.9 -0.377381


0.4 0.1 -0.130037
0.4 0.2 -0.210404
0.4 0.3 -0.210404
0.4 0.4 -0.130037
0.4 0.5 -2.70922e-17
0.4 0.6 0.130037
0.4 0.7 0.210404
0.4 0.8 0.210404
0.4 0.9 0.130037


0.5 0.1 -0.587785
0.5 0.2 -0.951057
0.5 0.3 -0.951057
0.5 0.4 -0.587785
0.5 0.5 -1.22461e-16
0.5 0.6 0.587785
0.5 0.7 0.951057
0.5 0.8 0.951057
0.5 0.9 0.587785


0.6 0.1 -0.82102
0.6 0.2 -1.32844
0.6 0.3 -1.32844
0.6 0.4 -0.82102
0.6 0.5 -1.71053e-16
0.6 0.6 0.82102
0.6 0.7 1.32844
0.6 0.8 1.32844
0.6 0.9 0.82102


0.7 0.1 -0.740653
0.7 0.2 -1.1984
0.7 0.3 -1.1984
0.7 0.4 -0.740653
0.7 0.5 -1.54309e-16
0.7 0.6 0.740653
0.7 0.7 1.1984
0.7 0.8 1.1984
0.7 0.9 0.740653


0.8 0.1 -0.377381
0.8 0.2 -0.610616
0.8 0.3 -0.610616
0.8 0.4 -0.377381
0.8 0.5 -7.86246e-17
0.8 0.6 0.377381
0.8 0.7 0.610616
0.8 0.8 0.610616
0.8 0.9 0.377381


0.9 0.1 0.130037
0.9 0.2 0.210404
0.9 0.3 0.210404
0.9 0.4 0.130037
