0 0.1 100
0 0.2 100
0 0.3 100
0 0.4 100
0 0.5 100
0 0.6 100
0 0.7 100
0 0.8 100
0 0.9 100
0.1 0.1 92
0.1 0.2 100
0.1 0.3 100
0.1 0.4 100
0.1 0.5 100
0.1 0.6 100
0.1 0.7 100
0.1 0.8 100
0.1 0.9 92
0.2 0.1 87.2
0.2 0.2 98.4
0.2 0.3 100
0.2 0.4 100
0.2 0.5 100
0.2 0.6 100
0.2 0.7 100
0.2 0.8 98.4
0.2 0.9 87.2
0.3 0.1 80.8
0.3 0.2 98.08
0.3 0.3 99.68
0.3 0.4 100
0.3 0.5 100
0.3 0.6 100
0.3 0.7 99.68
0.3 0.8 98.08
0.3 0.9 80.8
0.4 0.1 78.496
0.4 0.2 95.264
0.4 0.3 99.744
0.4 0.4 99.936
0.4 0.5 100
0.4 0.6 99.936
0.4 0.7 99.744
0.4 0.8 95.264
0.4 0.9 78.496
0.5 0.1 72.4544
0.5 0.2 95.6224
0.5 0.3 98.8224
0.5 0.4 99.9744
0.5 0.5 99.9744
0.5 0.6 99.9744
0.5 0.7 98.8224
0.5 0.8 95.6224
0.5 0.9 72.4544
0.6 0.1 72.6387
0.6 0.2 91.2704
0.6 0.3 99.3344
0.6 0.4 99.7056
0.6 0.5 100
0.6 0.6 99.7056
0.6 0.7 99.3344
0.6 0.8 91.2704
0.6 0.9 72.6387
0.7 0.1 65.653
0.7 0.2 93.5089
0.7 0.3 97.2838
0.7 0.4 99.959
0.7 0.5 99.8566
0.7 0.6 99.959
0.7 0.7 97.2838
0.7 0.8 93.5089
0.7 0.9 65.653
0.8 0.1 69.0793
0.8 0.2 86.4542
0.8 0.3 99.1144
0.8 0.4 99.1501
0.8 0.5 100.041
0.8 0.6 99.1501
0.8 0.7 99.1144
0.8 0.8 86.4542
0.8 0.9 69.0793
0.9 0.1 59.3121
0.9 0.2 92.5659
0.9 0.3 94.7589
0.9 0.4 100.13
0.9 0.5 99.5003
0.9 0.6 100.13
0.9 0.7 94.7589
0.9 0.8 92.5659
0.9 0.9 59.3121
1 0.1 67.8676
1 0.2 80.2421
1 0.3 99.7501
1 0.4 97.9499
1 0.5 100.293
