0 0.1 0.587785
0 0.2 0.951057
0 0.3 0.951057
0 0.4 0.587785
0 0.5 1.22461e-16
0 0.6 -0.587785
0 0.7 -0.951057
0 0.8 -0.951057
0 0.9 -0.587785
0.1 0.1 0.844845
0.1 0.2 1.36699
0.1 0.3 1.36699
0.1 0.4 0.844845
0.1 0.5 2.14331e-17
0.1 0.6 -0.844845
0.1 0.7 -1.36699
0.1 0.8 -1.36699
0.1 0.9 -0.844845
0.2 0.1 0.807331
0.2 0.2 1.30629
0.2 0.3 1.30629
0.2 0.4 0.807331
0.2 0.5 -1.1429e-16
0.2 0.6 -0.807331
0.2 0.7 -1.30629
0.2 0.8 -1.30629
0.2 0.9 -0.807331
0.3 0.1 0.488325
0.3 0.2 0.790126
0.3 0.3 0.790126
0.3 0.4 0.488325
0.3 0.5 -7.61937e-17
0.3 0.6 -0.488325
0.3 0.7 -0.790126
0.3 0.8 -0.790126
0.3 0.9 -0.488325
0.4 0.1 -0.00094602
0.4 0.2 -0.00153069
0.4 0.3 -0.00153069
0.4 0.4 -0.00094602
0.4 0.5 3.70551e-17
0.4 0.6 0.00094602
0.4 0.7 0.00153069
0.4 0.8 0.00153069
0.4 0.9 0.00094602
0.5 0.1 -0.489887
0.5 0.2 -0.792654
0.5 0.3 -0.792654
0.5 0.4 -0.489887
0.5 0.5 3.80968e-17
0.5 0.6 0.489887
0.5 0.7 0.792654
0.5 0.8 0.792654
0.5 0.9 0.489887
0.6 0.1 -0.808019
0.6 0.2 -1.3074
0.6 0.3 -1.3074
0.6 0.4 -0.808019
0.6 0.5 3.80968e-17
0.6 0.6 0.808019
0.6 0.7 1.3074
0.6 0.8 1.3074
0.6 0.9 0.808019
0.7 0.1 -0.844418
0.7 0.2 -1.3663
0.7 0.3 -1.3663
0.7 0.4 -0.844418
0.7 0.5 2.47629e-16
0.7 0.6 0.844418
0.7 0.7 1.3663
0.7 0.8 1.3663
0.7 0.9 0.844418
0.8 0.1 -0.586393
0.8 0.2 -0.948804
0.8 0.3 -0.948804
0.8 0.4 -0.586393
0.8 0.5 4.7621e-16
0.8 0.6 0.586393
0.8 0.7 0.948804
0.8 0.8 0.948804
0.8 0.9 0.586393
0.9 0.1 -0.12391
0.9 0.2 -0.200491
0.9 0.3 -0.200491
0.9 0.4 -0.12391
0.9 0.5 3.02394e-16
