0 0.1 100
0 0.2 100
0 0.3 100
0 0.4 100
0 0.5 100
0 0.6 100
0 0.7 100
0 0.8 100
0 0.9 100
0.1 0.1 93.2864
0.1 0.2 99.4366
0.1 0.3 99.9527
0.1 0.4 99.996
0.1 0.5 99.9993
0.1 0.6 99.996
0.1 0.7 99.9527
0.1 0.8 99.4366
0.1 0.9 93.2864
0.2 0.1 87.6123
0.2 0.2 98.4843
0.2 0.3 99.8328
0.2 0.4 99.9824
0.2 0.5 99.9965
0.2 0.6 99.9824
0.2 0.7 99.8328
0.2 0.8 98.4843
0.2 0.9 87.6123
0.3 0.1 82.7829
0.3 0.2 97.2712
0.3 0.3 99.6294
0.3 0.4 99.9536
0.3 0.5 99.9894
0.3 0.6 99.9536
0.3 0.7 99.6294
0.3 0.8 97.2712
0.3 0.9 82.7829
0.4 0.1 78.6434
0.4 0.2 95.8914
0.4 0.3 99.3408
0.4 0.4 99.9043
0.4 0.5 99.9752
0.4 0.6 99.9043
0.4 0.7 99.3408
0.4 0.8 95.8914
0.4 0.9 78.6434
0.5 0.1 75.0705
0.5 0.2 94.4129
0.5 0.3 98.971
0.5 0.4 99.8305
0.5 0.5 99.9511
0.5 0.6 99.8305
0.5 0.7 98.971
0.5 0.8 94.4129
0.5 0.9 75.0705
0.6 0.1 71.9659
0.6 0.2 92.8852
0.6 0.3 98.527
0.6 0.4 99.7288
0.6 0.5 99.914
0.6 0.6 99.7288
0.6 0.7 98.527
0.6 0.8 92.8852
0.6 0.9 71.9659
0.7 0.1 69.2502
0.7 0.2 91.3433
0.7 0.3 98.0175
0.7 0.4 99.5972
0.7 0.5 99.8612
0.7 0.6 99.5972
0.7 0.7 98.0175
0.7 0.8 91.3433
0.7 0.9 69.2502
0.8 0.1 66.8595
0.8 0.2 89.812
0.8 0.3 97.4518
0.8 0.4 99.4345
0.8 0.5 99.7901
0.8 0.6 99.4345
0.8 0.7 97.4518
0.8 0.8 89.812
0.8 0.9 66.8595
0.9 0.1 64.7419
0.9 0.2 88.3084
0.9 0.3 96.8389
0.9 0.4 99.2402
0.9 0.5 99.6985
0.9 0.6 99.2402
0.9 0.7 96.8389
