0 0.1 100
0 0.2 100
0 0.3 100
0 0.4 100
0 0.5 100
0 0.6 100
0 0.7 100
0 0.8 100
0 0.9 100
0.1 0.1 92
0.1 0.2 100
0.1 0.3 100
0.1 0.4 100
0.1 0.5 100
0.1 0.6 100
0.1 0.7 100
0.1 0.8 100
0.1 0.9 92
0.2 0.1 85.6
0.2 0.2 99.2
0.2 0.3 100
0.2 0.4 100
0.2 0.5 100
0.2 0.6 100
0.2 0.7 100
0.2 0.8 99.2
0.2 0.9 85.6
0.3 0.1 80.4
0.3 0.2 97.92
0.3 0.3 99.92
0.3 0.4 100
0.3 0.5 100
0.3 0.6 100
0.3 0.7 99.92
0.3 0.8 97.92
0.3 0.9 80.4
0.4 0.1 76.112
0.4 0.2 96.368
0.4 0.3 99.728
0.4 0.4 99.992
0.4 0.5 100
0.4 0.6 99.992
0.4 0.7 99.728
0.4 0.8 96.368
0.4 0.9 76.112
0.5 0.1 72.5264
0.5 0.2 94.6784
0.5 0.3 99.4184
0.5 0.4 99.9664
0.5 0.5 99.9984
0.5 0.6 99.9664
0.5 0.7 99.4184
0.5 0.8 94.6784
0.5 0.9 72.5264
0.6 0.1 69.489
0.6 0.2 92.9372
0.6 0.3 98.9992
0.6 0.4 99.9148
0.6 0.5 99.992
0.6 0.6 99.9148
0.6 0.7 98.9992
0.6 0.8 92.9372
0.6 0.9 69.489
0.7 0.1 66.8849
0.7 0.2 91.1986
0.7 0.3 98.4846
0.7 0.4 99.831
0.7 0.5 99.9766
0.7 0.6 99.831
0.7 0.7 98.4846
0.7 0.8 91.1986
0.7 0.9 66.8849
0.8 0.1 64.6278
0.8 0.2 89.4958
0.8 0.3 97.8906
0.8 0.4 99.7109
0.8 0.5 99.9474
0.8 0.6 99.7109
0.8 0.7 97.8906
0.8 0.8 89.4958
0.8 0.9 64.6278
0.9 0.1 62.6518
0.9 0.2 87.8485
0.9 0.3 97.2331
0.9 0.4 99.5525
0.9 0.5 99.9001
0.9 0.6 99.5525
0.9 0.7 97.2331
0.9 0.8 87.8485
0.9 0.9 62.6518
1 0.1 60.9063
1 0.2 86.2673
1 0.3 96.5266
1 0.4 99.3553
